Case #1: 111
28 18 228902
28 21 206724
28 25 161897
29 33 141609
29 4 88858
29 5 141415
29 9 124983
29 12 154463
29 16 173200
29 18 126024
29 24 52034
29 30 101926
30 16 183048
30 37 82667
30 8 124486
30 10 137158
31 2 236472
31 5 117850
31 6 106128
31 39 168931
31 8 166847
31 28 184342
32 33 100317
32 36 223111
32 37 92445
32 8 134264
32 11 15291
32 30 9778
33 2 177868
33 6 40607
33 7 150833
33 12 15837
33 29 141609
34 1 237184
34 21 380
34 15 172470
35 18 215781
35 6 246817
35 39 275918
35 9 242107
35 11 202398
35 31 255690
36 33 182219
36 4 246300
36 22 321659
36 9 168111
36 29 257102
37 32 92445
37 2 169996
37 6 32735
37 24 110394
37 30 82667
37 15 89564
38 16 148368
38 19 108712
38 21 64617
38 6 94363
38 26 173077
39 33 79966
39 1 195403
39 4 111658
39 24 140462
39 14 90841
39 31 168931
40 35 247215
40 6 104648
40 13 111978
40 15 161477
40 19 97208
40 28 189779
Case #16: 18
1 21 513610
2 4 315088
3 10 352959
3 14 486277
4 6 936674
4 12 658220
6 18 319391
6 12 278454
8 11 549055
9 10 514417
10 3 352959
11 4 815733
12 3 240243
12 6 278454
13 1 468145
16 7 381310
19 5 156013
20 9 428752
Case #17: 633
1 2 45224
1 6 177951
1 8 105564
1 11 3223
1 13 141671
1 15 55456
1 19 9685
1 23 133917
1 25 76861
1 27 34258
1 29 91936
1 34 71747
1 38 67230
1 41 76462
1 43 103747
2 1 45224
2 5 67427
2 7 47707
2 9 40390
2 12 46610
2 14 37611
2 16 51258
2 19 54909
2 21 42502
2 25 80393
2 27 55108
2 29 74214
2 33 81878
2 35 41115
2 37 107106
2 39 68097
2 41 79748
2 43 148971
3 4 153919
3 8 78804
3 14 60839
3 18 79828
3 21 65730
3 25 103621
3 27 61018
3 29 67902
3 31 71081
3 33 57123
3 37 100794
3 39 91325
3 41 83852
3 44 11794
4 3 153919
4 6 169726
4 9 139660
4 14 163509
4 18 139421
4 20 216066
4 23 271038
4 27 176306
4 29 194021
4 31 152041
4 37 226913
4 39 135142
4 42 181866
5 32 114310
5 35 56971
5 4 166697
5 6 209113
5 39 108478
5 8 150378
5 42 96349
5 13 155480
5 18 53904
5 21 82883
5 27 70087
5 30 122658
6 2 195360
6 4 169726
6 7 147653
6 10 182108
6 13 53633
6 15 227464
6 17 237158
6 19 168266
6 21 173305
6 24 267733
6 26 220389
6 28 227467
6 30 208851
6 34 106204
6 36 164176
6 39 198900
6 42 150057
7 33 75911
7 36 69446
7 5 61460
7 38 91423
7 10 100242
7 43 142065
7 13 94020
7 19 60071
7 22 47645
7 27 71069
7 29 94875
7 31 46804
8 2 150788
8 5 150378
8 9 143862
8 11 108787
8 14 139227
8 17 192586
8 20 168751
8 22 149854
8 25 182009
8 28 183197
8 30 189823
8 32 166574
8 36 136692
8 38 172378
8 42 146377
8 44 90598
9 2 40390
9 4 139660
9 11 83158
9 13 128443
9 15 72494
9 17 82188
9 21 55846
9 25 93737
9 27 63752
9 30 95621
9 33 41488
9 35 77745
9 37 120450
9 39 81441
9 43 171614
10 6 182108
10 8 136050
10 16 55890
10 18 92831
10 20 129829
10 23 183773
10 26 92294
10 29 125148
10 32 110866
10 34 102233
10 36 80984
10 38 117086
10 40 79517
10 43 153603
11 1 3223
11 7 53609
11 9 83158
11 17 90245
11 19 12908
11 21 42193
11 27 37481
11 29 95159
11 33 52956
11 35 51474
11 38 70453
11 41 79685
11 43 106970
12 1 25080
12 6 177413
12 9 59954
12 13 154683
12 17 88408
12 19 34765
12 21 13890
12 26 55450
12 31 45707
12 34 96827
12 36 44140
12 39 39485
12 41 80274
13 1 141671
13 36 110543
13 5 155480
13 6 53633
13 39 182778
13 9 128443
13 42 170416
13 12 154683
13 17 183525
13 20 159388
13 26 172041
14 1 34079
14 3 60839
14 6 168414
14 9 50955
14 16 28045
14 20 79902
14 22 10627
14 24 132331
14 28 94348
14 32 83021
14 35 76920
14 40 37402
14 42 18357
15 1 55456
15 4 185048
15 6 227464
15 9 72494
15 16 61490
15 18 45627
15 20 128363
15 23 181176
15 29 106318
15 31 33007
15 33 76834
15 35 7205
15 37 139210
15 41 111852
15 44 94010
16 2 51258
16 6 183985
16 9 73901
16 14 28045
16 17 93056
16 24 104286
16 27 40292
16 30 83976
16 32 54976
16 34 77781
16 36 25094
16 38 61196
16 41 82496
16 44 44588
17 8 192586
17 10 136878
17 12 88408
17 14 79409
17 16 93056
17 21 84300
17 24 147118
17 30 150703
17 32 142355
17 35 69131
17 39 109895
17 41 121546
17 43 190769
18 3 79828
18 5 53904
18 9 26867
18 11 56291
18 13 128204
18 19 62753
18 21 28979
18 23 135549
18 25 66870
18 27 63513
18 31 12620
18 35 52832
18 37 93583
18 39 54574
18 42 42445
19 1 9685
19 3 17075
19 5 54499
19 7 60071
19 10 40171
19 12 34765
19 18 62753
19 21 48655
19 23 143602
19 25 86546
19 27 43943
19 30 99695
19 32 70695
19 35 57936
19 41 66777
19 43 113432
20 2 96259
20 6 213021
20 10 129829
20 12 88901
20 14 79902
20 17 138057
20 19 89658
20 22 69275
20 26 110343
20 31 95356
20 35 128224
20 40 96050
20 44 78153
21 3 65730
21 5 82883
21 7 63163
21 9 55846
21 12 13890
21 17 84300
21 19 48655
21 23 116352
21 26 69340
21 28 99239
21 30 116912
21 32 87912
21 37 95640
21 39 35377
21 41 76166
21 44 77524
22 35 66293
22 5 67365
22 39 41113
22 8 149854
22 10 94562
22 15 59088
22 18 13461
22 20 69275
22 24 140968
22 27 76974
22 31 26081
23 2 149072
23 6 115511
23 9 162416
23 14 111461
23 16 127883
23 19 143602
23 22 122088
23 27 168175
23 31 148169
23 33 183650
23 35 182168
23 38 144612
23 42 93104
24 1 98252
24 6 267733
24 14 132331
24 17 147118
24 19 99467
24 22 140968
24 28 179665
24 31 118199
24 33 119630
24 35 77987
24 37 176066
24 40 114193
24 42 139065
25 1 76861
25 3 103621
25 7 101054
25 9 93737
25 11 80084
25 14 42782
25 19 86546
25 22 53409
25 27 86047
25 29 46583
25 32 125803
25 34 144675
25 36 95921
25 38 75933
25 40 80184
25 42 61139
25 44 102691
26 2 87662
26 4 188967
26 8 148002
26 10 92294
26 13 172041
26 16 36404
26 19 52123
26 21 69340
26 24 140690
26 27 76696
26 29 122306
26 32 91380
26 34 114185
26 37 121190
26 43 134117
27 1 34258
27 3 61018
27 5 70087
27 7 71069
27 11 37481
27 17 83124
27 19 43943
27 22 76974
27 25 86047
27 28 128677
27 31 54205
27 34 106005
27 37 125078
27 40 50199
27 43 138005
28 2 110705
28 4 210952
28 6 227467
28 8 183197
28 10 144275
28 12 103347
28 16 88385
28 21 99239
28 25 83074
28 27 128677
28 32 93173
28 35 142670
28 37 25293
28 40 110496
28 42 112705
28 44 92599
29 2 74214
29 4 194021
29 7 94875
29 10 125148
29 13 181433
29 19 84977
29 25 46583
29 27 124204
29 31 73311
29 34 147039
29 36 70890
29 38 89672
29 43 183615
30 3 116770
30 4 208175
30 38 145172
30 7 61198
30 8 189823
30 41 134979
30 14 112021
30 16 83976
30 18 95382
30 21 116912
30 23 211859
30 29 129670
31 3 71081
31 7 46804
31 9 39487
31 12 45707
31 16 50355
31 18 12620
31 20 95356
31 22 26081
31 24 118199
31 26 86759
31 28 109802
31 30 108002
31 34 90344
31 36 75449
31 39 67194
31 41 78845
31 43 148068
32 2 100557
32 5 114310
32 8 166574
32 14 83021
32 16 54976
32 18 87034
32 20 78727
32 23 182859
32 25 125803
32 27 95268
32 31 99654
32 35 109261
32 37 89574
32 39 113507
32 42 89755
32 44 99564
33 3 57123
33 7 75911
33 10 80219
33 12 74813
33 15 76834
33 17 123676
33 24 119630
33 26 92171
33 29 125025
33 37 140553
33 39 114298
33 42 90546
33 44 68917
34 2 91247
34 8 157941
34 10 102233
34 12 96827
34 16 77781
34 23 194645
34 25 144675
34 27 106005
34 31 90344
34 36 102875
34 38 138977
34 40 116278
34 43 175494
35 1 48251
35 3 75011
35 6 226202
35 10 98107
35 12 73331
35 15 7205
35 17 69131
35 19 57936
35 21 81811
35 23 182168
35 25 72054
35 28 142670
35 31 40212
35 34 119998
35 37 139071
35 40 64192
36 2 76352
36 6 164176
36 8 136692
36 10 80984
36 12 44140
36 15 86584
36 18 72128
36 23 152977
36 25 95921
36 28 63291
36 30 58882
36 32 29882
36 35 79379
36 38 86290
36 41 107590
36 43 122807
37 3 100794
37 5 147487
37 7 127767
37 9 120450
37 12 99748
37 15 139210
37 17 148904
37 20 10847
37 22 80122
37 25 79475
37 27 125078
37 29 32892
37 32 89574
37 34 162567
37 36 59692
37 39 91771
37 41 159808
37 43 182499
38 1 67230
38 3 93990
38 7 91423
38 9 84106
38 11 70453
38 15 102866
38 18 57239
38 21 38042
38 24 165482
38 27 101488
38 29 89672
38 32 116172
38 34 138977
38 36 86290
38 40 70553
38 43 158909
39 1 64565
39 3 91325
39 5 108478
39 9 81441
39 11 67788
39 13 182778
39 17 109895
39 21 35377
39 25 12296
39 31 67194
39 33 114298
39 36 83625
39 40 67888
39 42 48843
40 2 26837
40 5 40590
40 8 149495
40 10 79517
40 13 114890
40 17 68635
40 20 96050
40 23 148863
40 25 80184
40 28 110496
40 31 25934
40 33 55041
40 35 64192
40 38 70553
40 41 52911
40 44 104936
41 2 79748
41 4 179018
41 11 79685
41 13 167801
41 15 111852
41 17 121546
41 21 76166
41 25 114057
41 28 163407
41 30 134979
41 36 107590
41 39 101761
41 44 95646
42 2 55968
42 5 96349
42 8 146377
42 11 44036
42 14 18357
42 17 97766
42 19 50498
42 23 93104
42 25 61139
42 31 55065
42 33 90546
42 36 59873
42 38 51508
43 1 103747
43 3 130507
43 8 209311
43 10 153603
43 14 125758
43 17 190769
43 20 171652
43 23 225596
43 26 134117
43 28 186098
43 31 148068
43 33 153480
43 36 122807
43 38 158909
44 1 38554
44 4 165713
44 7 88940
44 9 94396
44 11 41777
44 15 94010
44 18 91622
44 20 78153
44 24 94186
44 26 80992
44 29 56108
44 33 68917
44 35 86805
44 38 105784
44 40 104936
Case #18: 426
1 33 128900
1 38 126143
1 7 190659
1 10 195574
1 12 188377
1 21 182571
1 26 137096
2 33 60428
2 36 107462
2 38 80450
2 40 46218
2 10 172882
2 12 150215
2 16 59208
2 23 63026
2 27 112816
3 33 99371
3 36 136795
3 6 120635
3 7 161130
3 41 162087
3 43 83648
3 14 122339
3 18 179256
3 24 141102
3 27 149913
3 29 90529
3 31 88762
4 34 61553
4 5 92496
4 6 84759
4 40 8090
4 41 86862
4 43 8423
4 18 104031
4 23 24898
4 27 74688
4 29 13458
5 2 130624
5 6 7737
5 8 79600
5 9 128018
5 44 98509
5 16 99242
5 20 85329
5 27 141392
6 1 189513
6 4 84759
6 37 136958
6 40 76669
6 18 162998
6 21 139305
6 25 98092
6 28 120161
6 31 72504
7 34 131278
7 3 161130
7 37 85646
7 39 139607
7 9 127522
7 42 261033
7 17 78131
7 20 78738
7 24 135602
7 28 121307
7 30 111403
8 1 117650
8 35 28964
8 37 65095
8 38 29426
8 40 4806
8 43 4473
8 17 6404
8 22 85534
8 26 28392
8 29 12020
9 35 63910
9 5 128018
9 7 127522
9 42 181832
9 16 65209
9 18 145648
9 20 51296
9 23 66515
9 26 63338
10 32 192174
10 34 165983
10 39 136924
10 43 126331
10 44 116970
10 13 203755
10 16 141500
10 20 127587
10 30 160252
11 32 248139
11 34 109685
11 39 132467
11 10 182886
11 13 131467
11 15 117634
11 18 152163
11 22 146562
11 25 87257
11 30 89810
12 32 184977
12 1 188377
12 35 114984
12 37 87087
12 41 182769
12 43 103664
12 19 116151
12 23 113077
12 26 115556
12 31 105206
13 1 189935
13 4 83335
13 37 146992
13 40 77091
13 10 203755
13 11 131467
13 15 125256
13 17 88301
13 24 36212
13 28 120583
13 31 82538
14 3 122339
14 38 45411
14 39 108150
14 42 229576
14 15 99770
14 24 96811
15 2 107630
15 37 46783
15 8 56606
15 11 117634
15 13 125256
15 20 62335
15 25 81553
15 28 82814
15 30 95000
16 2 59208
16 3 98151
16 5 99242
16 39 91081
16 10 141500
16 43 15169
16 13 77499
16 20 13913
16 24 42951
16 29 7622
16 31 20283
17 36 71788
17 38 34194
17 8 6404
17 9 60917
17 10 115454
17 43 10877
17 44 97797
17 13 88301
17 22 90302
17 24 68997
17 31 5763
18 33 111997
18 3 179256
18 37 156230
18 38 120561
18 8 91135
18 42 245567
18 44 169111
18 22 142738
19 32 234074
19 34 106868
19 36 113983
19 40 53405
19 41 132177
19 12 116151
19 21 23900
19 23 58965
19 28 90821
20 3 84238
20 5 85329
20 7 78738
20 10 127587
20 15 62335
20 17 12133
20 21 78228
20 24 56864
20 26 25175
20 30 34511
20 33 15133
20 39 77168
20 44 91748
21 1 182571
21 37 62676
21 7 144226
21 12 124037
21 18 163634
21 20 78228
21 26 66888
21 30 110893
22 33 106396
22 36 148469
22 8 85534
22 41 139049
22 11 146562
22 17 90302
22 19 132497
22 26 113926
22 28 133832
22 30 123928
23 33 32864
23 35 40966
23 40 16808
23 42 204867
23 44 99905
23 15 66972
23 19 58965
23 21 82865
23 27 49790
23 30 50396
24 32 249704
24 34 111250
24 3 141102
24 37 127688
24 39 134032
24 9 108160
24 11 112163
24 13 36212
24 16 42951
24 18 153728
24 25 88822
24 29 50573
25 2 77253
25 3 114350
25 38 54373
25 7 46780
25 41 109807
25 11 87257
25 12 125953
25 20 31958
25 23 36949
25 29 38249
26 32 215503
26 1 137096
26 4 32342
26 8 28392
26 10 150250
26 13 101343
26 19 59002
26 21 66888
26 27 90184
27 1 128719
27 35 90756
27 4 74688
27 37 124030
27 6 133655
27 42 191495
27 16 81434
27 21 120335
27 23 49790
27 26 90184
28 3 126807
28 5 127898
28 7 121307
28 9 93865
28 42 220582
28 13 120583
28 15 82814
28 19 90821
28 23 60300
29 3 90529
29 36 68458
29 39 83459
29 8 12020
29 44 98039
29 16 7622
29 24 50573
29 30 40802
30 32 225505
30 6 70908
30 40 33588
30 10 160252
30 11 89810
30 13 110679
30 16 48424
30 21 110893
30 23 50396
30 29 40802
31 3 88762
31 37 64454
31 6 72504
31 41 84219
31 42 193506
31 12 105206
31 16 20283
31 20 6370
31 23 11361
31 27 61151
31 30 39035
32 37 182088
32 8 187111
32 10 192174
32 11 248139
32 16 206753
32 18 244315
32 23 175109
32 26 215503
32 30 225505
33 2 60428
33 37 85957
33 39 92301
33 42 204198
33 44 102610
33 13 91301
33 19 69461
33 21 93361
33 23 32864
33 29 21424
34 4 61553
34 39 129708
34 10 165983
34 11 109685
34 21 130768
34 24 111250
35 7 101973
35 8 28964
35 41 102793
35 13 101915
35 16 39660
35 19 59574
35 24 82611
35 27 90756
36 3 136795
36 38 94810
36 7 138393
36 43 60911
36 44 74612
36 13 138335
36 15 121990
36 19 113983
36 22 148469
36 25 91613
36 29 68458
37 33 85957
37 6 136958
37 8 65095
37 42 175387
37 12 87087
37 15 46783
37 17 70217
37 21 62676
37 27 124030
37 31 64454
38 33 50288
38 34 66762
38 3 117547
38 36 94810
38 6 101289
38 7 101153
38 40 34232
38 41 92071
38 14 45411
38 17 34194
38 25 54373
39 33 92301
39 34 129708
39 4 84335
39 38 100865
39 8 71439
39 41 155017
39 11 132467
39 14 108150
39 20 77168
39 29 83459
40 2 46218
40 4 8090
40 5 84406
40 6 76669
40 7 77815
40 9 50373
40 43 333
40 13 77091
40 17 11210
40 20 923
40 26 24252
41 3 162087
41 5 163178
41 11 134994
41 13 155863
41 19 132177
41 22 139049
41 25 109807
41 28 122264
41 30 112360
41 33 94828
41 37 148673
41 39 155017
41 44 169597
42 1 223800
42 4 205761
42 7 261033
42 43 197338
42 16 212507
42 18 245567
42 22 215237
42 27 191495
42 31 193506
43 2 46551
43 3 83648
43 36 60911
43 40 333
43 10 126331
43 12 103664
43 16 15169
43 23 16475
43 28 43825
44 33 102610
44 36 74612
44 38 82481
44 9 40452
44 10 116970
44 13 167916
44 16 105661
44 18 169111
44 23 99905
44 25 112781
Case #19: 419
1 33 53306
1 36 39770
1 38 91945
1 7 53126
1 43 161542
1 13 106840
1 24 106921
1 26 105112
1 28 148714
1 31 52172
2 35 212345
2 37 146508
2 38 236563
2 9 179065
2 12 203794
2 16 158292
2 18 185514
2 21 188425
2 24 229551
2 28 227488
3 7 69189
3 9 63197
3 11 68990
3 12 87926
3 17 143492
3 23 81957
3 30 41883
4 32 74972
4 1 115456
4 35 123632
4 38 148649
4 9 124208
4 12 148937
4 18 96801
4 22 132027
4 25 131551
4 27 20336
5 33 130743
5 36 154470
5 40 105397
5 9 158367
5 43 180725
5 18 130960
5 22 169546
5 24 139764
5 26 170249
5 28 20542
6 1 110805
6 34 97137
6 37 57798
6 7 139984
6 41 108167
6 11 170492
6 13 106531
6 17 114878
6 23 127522
6 29 126006
7 32 90729
7 34 66794
7 6 139984
7 10 91635
7 43 162323
7 18 33399
7 22 36555
7 27 133435
7 31 52953
8 2 182646
8 6 134250
8 39 175273
8 41 201013
8 13 205969
8 21 170143
8 28 247843
9 32 84737
9 2 179065
9 4 124208
9 38 118363
9 11 5793
9 13 111200
9 22 97361
9 25 81228
10 32 115566
10 2 205565
10 36 98995
10 37 98622
10 7 91635
10 12 110372
10 15 116522
10 20 83117
10 26 127784
10 29 166830
11 1 96084
11 35 60031
11 37 112694
11 7 66599
11 10 91436
11 16 112355
11 19 62878
11 21 100238
11 24 77237
11 30 27107
12 33 61714
12 2 203794
12 3 87926
12 37 131630
12 40 132616
12 42 235934
12 18 52136
12 22 122090
12 25 105957
13 33 74215
13 34 120508
13 37 120730
13 38 117558
13 40 79784
13 9 111200
13 43 128228
13 18 83793
13 20 205990
13 22 123411
13 29 103572
14 34 124480
14 3 123555
14 6 102559
14 39 100080
14 42 220552
14 19 98287
14 23 114776
14 27 12271
15 2 164408
15 40 49930
15 10 116522
15 12 131301
15 17 39180
15 23 87624
15 26 159433
16 32 119297
16 2 158292
16 39 63262
16 11 112355
16 13 167314
16 20 224241
16 24 170625
16 26 187951
17 32 120877
17 34 58486
17 3 143492
17 5 194507
17 7 97944
17 41 71649
17 43 137554
17 15 39180
17 19 78024
18 33 9578
18 3 35790
18 4 96801
18 7 33399
18 43 128924
18 13 83793
18 22 69954
18 25 53821
18 30 6093
19 34 46874
19 35 56509
19 37 78906
19 41 108367
19 42 154120
19 12 81814
19 14 98287
19 18 29678
19 22 49777
19 25 73270
19 31 18966
20 34 155070
20 6 211462
20 41 168233
20 10 83117
20 11 174553
20 14 209962
20 19 140765
20 22 157973
20 27 219382
20 30 147446
21 2 188425
21 37 54388
21 40 13442
21 42 158182
21 11 100238
21 15 36488
21 23 82939
21 26 155700
21 30 73131
22 32 127284
22 34 30239
22 35 96785
22 37 69578
22 7 36555
22 9 97361
22 12 122090
22 16 66268
22 19 49777
22 24 113991
22 28 152549
22 31 68743
23 34 30385
23 3 81957
23 37 69724
23 38 106857
23 40 74405
23 12 98303
23 15 87624
23 20 157254
23 28 152678
24 32 101367
24 34 120589
24 36 109288
24 5 139764
24 40 124517
24 10 102273
24 11 77237
24 16 170625
24 18 44037
24 26 151770
25 1 51200
25 35 80652
25 5 165900
25 6 145419
25 9 81228
25 11 87021
25 12 105957
25 15 105521
25 18 53821
25 21 101788
25 28 179488
25 30 59914
26 1 105112
26 3 143523
26 37 141533
26 38 158782
26 10 127784
26 43 217586
26 15 159433
26 21 155700
26 24 151770
26 28 149707
27 32 95308
27 1 123083
27 4 20336
27 38 131055
27 7 133435
27 18 100036
27 25 151887
27 29 119815
28 32 94172
28 2 227488
28 5 20542
28 39 145926
28 8 247843
28 43 170102
28 21 108216
28 23 152678
28 26 149707
28 31 126065
29 1 121215
29 6 126006
29 40 136038
29 9 155816
29 42 280778
29 19 147114
29 24 191739
29 27 119815
30 35 32924
30 38 97049
30 42 189891
30 43 135017
30 18 6093
30 21 73131
30 25 59914
30 27 106129
31 32 76884
31 1 52172
31 35 46385
31 37 59940
31 6 117738
31 41 104331
31 16 115876
31 21 47484
31 25 54304
31 30 25647
32 4 74972
32 5 73630
32 6 144924
32 7 90729
32 10 115566
32 12 109466
32 14 107579
32 17 120877
32 23 103497
32 27 95308
32 29 155870
33 1 53306
33 36 74829
33 37 69916
33 38 81378
33 40 70902
33 11 42778
33 13 74215
33 17 98124
33 19 20100
33 22 69877
33 29 138124
34 1 13668
34 6 97137
34 9 103959
34 11 109752
34 14 124480
34 19 46874
34 22 30239
34 24 120589
34 27 122124
34 33 66974
34 36 53438
34 39 80522
34 42 174180
35 2 212345
35 5 157791
35 10 85067
35 12 78967
35 14 114596
35 21 93869
35 23 72998
35 28 152498
35 31 46385
35 37 106325
35 39 90157
35 41 111608
35 43 155755
36 1 39770
36 34 53438
36 3 101041
36 5 154470
36 10 98995
36 43 175104
36 18 65251
37 2 146508
37 5 150448
37 10 98622
37 12 131630
37 14 116758
37 19 78906
37 22 69578
37 24 123531
37 28 129906
37 32 99597
37 34 39339
37 36 92777
37 40 67830
38 33 81378
38 2 236563
38 4 148649
38 40 132328
38 9 118363
38 10 32720
38 13 117558
38 20 115837
38 25 104870
38 27 131055
38 31 71402
39 33 53748
39 35 90157
39 37 92098
39 6 137425
39 8 175273
39 42 120472
39 14 100080
39 18 63326
39 27 87809
40 33 70902
40 35 107311
40 36 126660
40 5 105397
40 39 24268
40 43 75328
40 13 79784
40 16 87530
40 20 182725
40 22 107693
40 24 124517
40 29 136038
41 35 111608
41 6 108167
41 7 51378
41 8 201013
41 42 215428
41 17 71649
41 20 168233
41 26 175387
42 34 174180
42 36 227096
42 8 285485
42 43 220068
42 14 220552
42 19 154120
42 21 158182
42 26 281302
42 30 189891
43 3 164714
43 5 180725
43 7 162323
43 13 128228
43 16 162858
43 18 128924
43 24 172961
43 26 217586
43 30 135017
43 34 155613
43 36 175104
43 38 180772
43 41 130843
Case #20: 493
1 33 83377
1 2 177482
1 36 138520
1 10 116561
1 12 105051
1 18 81922
1 20 142727
1 22 144630
1 25 112159
1 27 111534
1 31 132586
2 3 146897
2 5 187574
2 7 176994
2 10 136167
2 13 230050
2 16 201313
2 20 247751
2 22 120819
2 25 190134
2 28 193318
2 31 211387
2 33 188401
2 36 220730
3 5 86664
3 7 55437
3 10 102739
3 13 153795
3 16 125058
3 19 204867
3 22 111612
3 24 60396
3 26 55797
3 29 107784
3 31 93239
3 33 44030
4 2 120784
4 7 86540
4 9 50898
4 11 47302
4 13 109266
4 15 89401
4 17 72967
4 19 160338
4 21 134982
4 23 62962
4 25 69350
4 27 103290
4 31 124342
4 34 87240
4 36 130276
5 3 86664
5 7 31227
5 10 114923
5 12 78603
5 14 56000
5 16 100848
5 19 180657
5 21 102483
5 24 59000
5 26 31587
5 28 133085
5 33 42634
5 36 66451
6 2 213218
6 4 92434
6 7 81526
6 9 41536
6 11 139736
6 14 56753
6 16 11905
6 24 109299
6 27 120709
6 30 99723
6 32 85782
6 34 104659
7 2 176994
7 4 86540
7 6 81526
7 9 54762
7 11 133842
7 13 98358
7 15 62081
7 18 80436
7 20 70757
7 24 27773
7 26 360
7 29 52347
7 31 37802
7 33 11407
7 35 17587
8 3 118878
8 5 92981
8 7 63441
8 11 121651
8 13 57691
8 17 99158
8 19 118119
8 21 134697
8 23 11387
8 25 93251
8 28 157024
8 31 101243
8 33 74848
8 35 81028
9 2 171682
9 6 41536
9 8 23451
9 11 98200
9 14 29989
9 16 29631
9 18 25674
9 20 125519
9 23 12064
9 25 69800
9 27 93945
9 29 107109
9 33 66169
9 35 72349
10 1 116561
10 3 102739
10 5 114923
10 7 83696
10 11 107165
10 13 140895
10 15 122963
10 17 121100
10 19 191967
10 22 28069
10 24 88655
10 26 83884
10 29 60675
10 32 87952
10 35 78469
11 1 104000
11 3 166465
